	mean_f	var_f
0	1.2193704276141642e-15	3.4363877790402246e-29
1	0.003333333333334554	3.703703703685462e-08
2	0.0066666666666678875	1.4814814814778368e-07
3	0.010000000000001223	3.333333333327886e-07
4	0.013333333333334559	5.92592592591868e-07
5	0.01666666666666789	9.259259259250218e-07
6	0.020000000000001225	1.333333333332253e-06
7	0.02333333333333456	1.8148148148135537e-06
8	0.0266666666666679	2.37037037036894e-06
9	0.030000000000001237	2.9999999999983924e-06
10	0.03333333333333456	3.7037037037019237e-06
11	0.03666666666666791	4.4814814814795285e-06
12	0.04000000000000125	5.333333333331195e-06
13	0.04333333333333458	6.259259259256948e-06
14	0.04666666666666792	7.259259259256765e-06
15	0.050000000000001245	8.333333333330662e-06
16	0.05333333333333458	9.481481481478615e-06
17	0.05666666666666793	1.0703703703700623e-05
18	0.060000000000001254	1.199999999999672e-05
19	0.06333333333333457	1.337037037036687e-05
20	0.06666666666666791	1.4814814814811142e-05
21	0.07000000000000127	1.6333333333329466e-05
22	0.0733333333333346	1.7925925925921868e-05
23	0.07666666666666792	1.9592592592588367e-05
24	0.08000000000000126	2.1333333333328906e-05
25	0.08333333333333459	2.314814814814356e-05
26	0.08666666666666795	2.5037037037032222e-05
27	0.09000000000000125	2.699999999999497e-05
28	0.09333333333333457	2.9037037037031824e-05
29	0.09666666666666796	3.114814814814272e-05
30	0.10000000000000132	3.3333333333327805e-05
31	0.10333333333333464	3.559259259258677e-05
32	0.10666666666666798	3.792592592591997e-05
33	0.11000000000000129	4.033333333332709e-05
34	0.11333333333333469	4.28148148148084e-05
35	0.11666666666666804	4.537037037036375e-05
36	0.12000000000000134	4.799999999999323e-05
37	0.12333333333333468	5.070370370369674e-05
38	0.126666666666668	5.34814814814742e-05
39	0.13000000000000134	5.633333333332586e-05
40	0.1333333333333347	5.925925925925146e-05
41	0.13666666666666805	6.22592592592512e-05
42	0.1400000000000014	6.533333333332491e-05
43	0.14333333333333467	6.848148148147287e-05
44	0.14666666666666803	7.170370370369467e-05
45	0.15000000000000135	7.49999999999905e-05
46	0.15333333333333468	7.837037037036052e-05
47	0.15666666666666806	8.18148148148048e-05
48	0.16000000000000136	8.53333333333229e-05
49	0.16333333333333475	8.892592592591533e-05
50	0.16666666666666807	9.259259259258164e-05
51	0.17000000000000146	9.63333333333219e-05
52	0.17333333333333478	0.00010014814814813623
53	0.17666666666666814	0.00010403703703702465
54	0.18000000000000146	0.0001079999999999871
55	0.1833333333333348	0.0001120370370370239
56	0.1866666666666681	0.00011614814814813457
57	0.1900000000000015	0.00012033333333331936
58	0.19333333333333477	0.00012459259259257804
59	0.1966666666666681	0.00012892592592591095
60	0.20000000000000148	0.0001333333333333182
61	0.20333333333333478	0.00013781481481479936
62	0.20666666666666822	0.0001423703703703547
63	0.21000000000000146	0.00014699999999998368
64	0.21333333333333493	0.00015170370370368692
65	0.2166666666666682	0.00015648148148146454
66	0.22000000000000156	0.00016133333333331597
67	0.223333333333335	0.0001662592592592415
68	0.22666666666666832	0.00017125925925924132
69	0.2300000000000017	0.00017633333333331528
70	0.23333333333333506	0.0001814814814814633
71	0.23666666666666833	0.00018670370370368514
72	0.24000000000000166	0.0001919999999999809
73	0.24333333333333496	0.00019737037037035064
74	0.24666666666666837	0.00020281481481479552
75	0.25000000000000183	0.00020833333333331418
76	0.25333333333333513	0.0002139259259259069
77	0.25666666666666843	0.00021959259259257368
78	0.26000000000000184	0.00022533333333331435
79	0.26333333333333503	0.00023114814814812943
80	0.2666666666666684	0.0002370370370370178
81	0.27000000000000174	0.00024299999999998094
82	0.27333333333333504	0.00024903703703701806
83	0.2766666666666684	0.00025514814814812866
84	0.28000000000000175	0.0002613333333333132
85	0.28333333333333516	0.0002675925925925725
86	0.2866666666666684	0.0002739259259259058
87	0.2900000000000017	0.0002803333333333127
88	0.29333333333333506	0.0002868148148147944
89	0.2966666666666684	0.00029337037037035016
90	0.3000000000000019	0.0002999999999999793
91	0.30333333333333506	0.0003067037037036835
92	0.3066666666666684	0.0003134814814814627
93	0.31000000000000183	0.000320333333333314
94	0.31333333333333513	0.00032725925925923983
95	0.3166666666666686	0.0003342592592592402
96	0.3200000000000019	0.00034133333333331416
97	0.32333333333333514	0.0003484814814814631
98	0.3266666666666685	0.00035570370370368524
99	0.33000000000000185	0.00036299999999998204
100	0.33333333333333526	0.0003703703703703525
101	0.3366666666666686	0.0003778148148147972
102	0.34000000000000197	0.000385333333333317
103	0.34333333333333527	0.00039292592592590975
104	0.3466666666666687	0.00040059259259257713
105	0.3500000000000018	0.0004083333333333175
106	0.3533333333333352	0.000416148148148133
107	0.3566666666666686	0.0004240370370370221
108	0.3600000000000019	0.0004319999999999861
109	0.36333333333333523	0.00044003703703702303
110	0.36666666666666864	0.0004481481481481342
111	0.370000000000002	0.0004563333333333197
112	0.3733333333333353	0.0004645925925925802
113	0.3766666666666686	0.0004729259259259139
114	0.3800000000000019	0.00048133333333332207
115	0.38333333333333536	0.0004898148148148051
116	0.3866666666666687	0.0004983703703703615
117	0.390000000000002	0.000506999999999991
118	0.39333333333333553	0.0005157037037036968
119	0.3966666666666688	0.0005244814814814759
120	0.4000000000000022	0.0005333333333333285
121	0.40333333333333543	0.0005422592592592555
122	0.40666666666666884	0.0005512592592592562
123	0.4100000000000021	0.000560333333333331
124	0.4133333333333355	0.0005694814814814818
125	0.41666666666666896	0.0005787037037037037
126	0.4200000000000023	0.0005880000000000003
127	0.4233333333333356	0.0005973703703703729
128	0.4266666666666691	0.000606814814814817
